File	Well	Sample	Cq
20211112_980559_PostDnase_AW.rdml	C11	TG1074553	18.849318167479
20211112_980559_PostDnase_AW.rdml	C10	TG1074552	NaN
20211112_980559_PostDnase_AW.rdml	E12	TG1074578	25.1802647479259
20211112_980559_PostDnase_AW.rdml	F01	TG1074579	22.5769613533247
20211112_980559_PostDnase_AW.rdml	F02	TG1074580	23.8629565965823
20211112_980559_PostDnase_AW.rdml	F03	TG1074581	22.2497417574547
20211112_980559_PostDnase_AW.rdml	F04	TG1074582	26.3508907400318
20211112_980559_PostDnase_AW.rdml	F05	TG1074583	16.7498054485461
20211112_980559_PostDnase_AW.rdml	F06	TG1074584	27.8207186188883
20211112_980559_PostDnase_AW.rdml	F07	TG1074585	20.9024803809738
20211112_980559_PostDnase_AW.rdml	F08	TG1074586	21.2199245126019
20211112_980559_PostDnase_AW.rdml	F09	TG1074587	NaN
20211112_980559_PostDnase_AW.rdml	A02	TG1074520	25.8306076424542
20211112_980559_PostDnase_AW.rdml	A06	TG1074524	22.1311212466942
20211112_980559_PostDnase_AW.rdml	H07	TG1074609	19.6626392083751
20211112_980559_PostDnase_AW.rdml	H06	TG1074608	26.4716469530945
20211112_980559_PostDnase_AW.rdml	H09	TG1074611	17.8617421964195
20211112_980559_PostDnase_AW.rdml	H08	TG1074610	30.0345677090126
20211112_980559_PostDnase_AW.rdml	H11	TG1074613	NaN
20211112_980559_PostDnase_AW.rdml	H10	TG1074612	NaN
20211112_980559_PostDnase_AW.rdml	H12	NTC	NaN
20211112_980559_PostDnase_AW.rdml	A11	TG1074529	NaN
20211112_980559_PostDnase_AW.rdml	A10	TG1074528	23.7227964160487
20211112_980559_PostDnase_AW.rdml	B01	TG1074531	27.771454895822
20211112_980559_PostDnase_AW.rdml	A12	TG1074530	17.5958389757501
20211112_980559_PostDnase_AW.rdml	B03	TG1074533	20.1641275305782
20211112_980559_PostDnase_AW.rdml	B02	TG1074532	23.7743088259872
20211112_980559_PostDnase_AW.rdml	B05	TG1074535	NaN
20211112_980559_PostDnase_AW.rdml	B04	TG1074534	28.3181670766872
20211112_980559_PostDnase_AW.rdml	B07	TG1074537	NaN
20211112_980559_PostDnase_AW.rdml	B06	TG1074536	23.5113274627287
20211112_980559_PostDnase_AW.rdml	D12	TG1074566	25.3719735579262
20211112_980559_PostDnase_AW.rdml	E01	TG1074567	NaN
20211112_980559_PostDnase_AW.rdml	D10	TG1074564	19.3372745086845
20211112_980559_PostDnase_AW.rdml	D11	TG1074565	17.7343510157944
20211112_980559_PostDnase_AW.rdml	D08	TG1074562	NaN
20211112_980559_PostDnase_AW.rdml	D09	TG1074563	16.8921837352046
20211112_980559_PostDnase_AW.rdml	D06	TG1074560	17.0306408827441
20211112_980559_PostDnase_AW.rdml	D07	TG1074561	16.9034436956634
20211112_980559_PostDnase_AW.rdml	D04	TG1074558	18.7222352879382
20211112_980559_PostDnase_AW.rdml	D05	TG1074559	18.6322602667667
20211112_980559_PostDnase_AW.rdml	A01	TG1074519	NaN
20211112_980559_PostDnase_AW.rdml	A05	TG1074523	20.618021095142
20211112_980559_PostDnase_AW.rdml	A09	TG1074527	19.3790624369132
20211112_980559_PostDnase_AW.rdml	G05	TG1074595	19.062166488284
20211112_980559_PostDnase_AW.rdml	G04	TG1074594	NaN
20211112_980559_PostDnase_AW.rdml	G03	TG1074593	18.1323594755373
20211112_980559_PostDnase_AW.rdml	G02	TG1074592	20.8343466387254
20211112_980559_PostDnase_AW.rdml	G01	TG1074591	19.4817711856823
20211112_980559_PostDnase_AW.rdml	F12	TG1074590	13.7518696348099
20211112_980559_PostDnase_AW.rdml	F11	TG1074589	23.867904037806
20211112_980559_PostDnase_AW.rdml	F10	TG1074588	24.6697258010624
20211112_980559_PostDnase_AW.rdml	G07	TG1074597	11.9153574728682
20211112_980559_PostDnase_AW.rdml	G06	TG1074596	24.7258479074924
20211112_981338_PostDnase_AW.rdml	B12	TG1079997	30.9655674506583
20211112_981338_PostDnase_AW.rdml	C01	TG1079998	21.1077292718524
20211112_981338_PostDnase_AW.rdml	C02	TG1079999	NaN
20211112_981338_PostDnase_AW.rdml	C03	TG1080000	23.8175512430372
20211112_981338_PostDnase_AW.rdml	B08	TG1079993	NaN
20211112_981338_PostDnase_AW.rdml	B09	TG1079994	30.0504367311595
20211112_981338_PostDnase_AW.rdml	B10	TG1079995	NaN
20211112_981338_PostDnase_AW.rdml	B11	TG1079996	22.6485925746616
20211112_981338_PostDnase_AW.rdml	C04	TG1080001	18.745289853088
20211112_981338_PostDnase_AW.rdml	C05	TG1080002	25.1204608980316
20211112_981338_PostDnase_AW.rdml	A04	TG1079977	27.3108380963453
20211112_981338_PostDnase_AW.rdml	A08	TG1079981	NaN
20211112_981338_PostDnase_AW.rdml	E11	TG1080032	27.2420091117372
20211112_981338_PostDnase_AW.rdml	E10	TG1080031	29.7547608160797
20211112_981338_PostDnase_AW.rdml	E07	TG1080028	NaN
20211112_981338_PostDnase_AW.rdml	E06	TG1080027	NaN
20211112_981338_PostDnase_AW.rdml	E09	TG1080030	25.7290403708499
20211112_981338_PostDnase_AW.rdml	E08	TG1080029	29.8618398261859
20211112_981338_PostDnase_AW.rdml	E03	TG1080024	23.5467053181011
20211112_981338_PostDnase_AW.rdml	E02	TG1080023	23.2360080039873
20211112_981338_PostDnase_AW.rdml	E05	TG1080026	11.4670887776171
20211112_981338_PostDnase_AW.rdml	E04	TG1080025	27.6275902460614
20211112_981338_PostDnase_AW.rdml	H04	TG1080061	23.3143679945008
20211112_981338_PostDnase_AW.rdml	H05	TG1080062	18.2201768367077
20211112_981338_PostDnase_AW.rdml	G10	TG1080055	13.8638940045458
20211112_981338_PostDnase_AW.rdml	G11	TG1080056	24.8047244012559
20211112_981338_PostDnase_AW.rdml	G08	TG1080053	NaN
20211112_981338_PostDnase_AW.rdml	G09	TG1080054	25.9886867998575
20211112_981338_PostDnase_AW.rdml	H02	TG1080059	29.7320600871808
20211112_981338_PostDnase_AW.rdml	H03	TG1080060	15.9522900243724
20211112_981338_PostDnase_AW.rdml	G12	TG1080057	NaN
20211112_981338_PostDnase_AW.rdml	H01	TG1080058	28.0008773103165
20211112_981338_PostDnase_AW.rdml	A03	TG1079976	20.2753028234103
20211112_981338_PostDnase_AW.rdml	A07	TG1079980	18.0576392829316
20211112_981338_PostDnase_AW.rdml	D03	TG1080012	21.8615032429592
20211112_981338_PostDnase_AW.rdml	D02	TG1080011	30.8546396511445
20211112_981338_PostDnase_AW.rdml	C09	TG1080006	19.3558983004713
20211112_981338_PostDnase_AW.rdml	C08	TG1080005	32.6312064766795
20211112_981338_PostDnase_AW.rdml	C07	TG1080004	23.6439441622649
20211112_981338_PostDnase_AW.rdml	C06	TG1080003	25.5959716322253
20211112_981338_PostDnase_AW.rdml	D01	TG1080010	NaN
20211112_981338_PostDnase_AW.rdml	C12	TG1080009	20.0132742263502
20211112_981338_PostDnase_AW.rdml	C11	TG1080008	23.4119793050984
20211112_981338_PostDnase_AW.rdml	C10	TG1080007	15.5958814389818
20211112_981338_PostDnase_AW.rdml	E12	TG1080033	31.3275721231572
20211112_981338_PostDnase_AW.rdml	F01	TG1080034	19.604396240878
20211112_981338_PostDnase_AW.rdml	F02	TG1080035	28.319391083848
20211112_981338_PostDnase_AW.rdml	F03	TG1080036	17.5134827135018
20211112_981338_PostDnase_AW.rdml	F04	TG1080037	18.7492885331226
20211112_981338_PostDnase_AW.rdml	F05	TG1080038	34
20211112_981338_PostDnase_AW.rdml	F06	TG1080039	18.676914207134
20211112_981338_PostDnase_AW.rdml	F07	TG1080040	30.3966374334661
20211112_981338_PostDnase_AW.rdml	F08	TG1080041	NaN
20211112_981338_PostDnase_AW.rdml	F09	TG1080042	22.7646135051598
20211112_981338_PostDnase_AW.rdml	A02	TG1079975	26.9409588976901
20211112_981338_PostDnase_AW.rdml	A06	TG1079979	31.5428570338017
20211112_981338_PostDnase_AW.rdml	H07	TG1080064	NaN
20211112_981338_PostDnase_AW.rdml	H06	TG1080063	14.2808242238037
20211112_981338_PostDnase_AW.rdml	H09	TG1080066	21.8696059518036
20211112_981338_PostDnase_AW.rdml	H08	TG1080065	NaN
20211112_981338_PostDnase_AW.rdml	H11	TG1080068	NaN
20211112_981338_PostDnase_AW.rdml	H10	TG1080067	21.6431837617383
20211112_981338_PostDnase_AW.rdml	H12	NTC	NaN
20211112_981338_PostDnase_AW.rdml	A11	TG1079984	26.7754824268621
20211112_981338_PostDnase_AW.rdml	A10	TG1079983	22.6516525458694
20211112_981338_PostDnase_AW.rdml	B01	TG1079986	NaN
20211112_981338_PostDnase_AW.rdml	A12	TG1079985	NaN
20211112_981338_PostDnase_AW.rdml	B03	TG1079988	NaN
20211112_981338_PostDnase_AW.rdml	B02	TG1079987	NaN
20211112_981338_PostDnase_AW.rdml	B05	TG1079990	34
20211112_981338_PostDnase_AW.rdml	B04	TG1079989	NaN
20211112_981338_PostDnase_AW.rdml	B07	TG1079992	30.321830032937
20211112_981338_PostDnase_AW.rdml	B06	TG1079991	NaN
20211112_981338_PostDnase_AW.rdml	D12	TG1080021	20.5797935708957
20211112_981338_PostDnase_AW.rdml	E01	TG1080022	32.5180878329895
20211112_981338_PostDnase_AW.rdml	D10	TG1080019	28.0458248347161
20211112_981338_PostDnase_AW.rdml	D11	TG1080020	NaN
20211112_981338_PostDnase_AW.rdml	D08	TG1080017	32.0123170287852
20211112_981338_PostDnase_AW.rdml	D09	TG1080018	24.7640688159167
20211112_981338_PostDnase_AW.rdml	D06	TG1080015	NaN
20211112_981338_PostDnase_AW.rdml	D07	TG1080016	19.6477023382214
20211112_981338_PostDnase_AW.rdml	D04	TG1080013	NaN
20211112_981338_PostDnase_AW.rdml	D05	TG1080014	27.0788730450288
20211112_981338_PostDnase_AW.rdml	A01	TG1079974	NaN
20211112_981338_PostDnase_AW.rdml	A05	TG1079978	15.3510091686543
20211112_981338_PostDnase_AW.rdml	A09	TG1079982	31.2959431278772
20211112_981338_PostDnase_AW.rdml	G05	TG1080050	22.2667355379829
20211112_981338_PostDnase_AW.rdml	G04	TG1080049	24.0023134671455
20211112_981338_PostDnase_AW.rdml	G03	TG1080048	20.987730449834
20211112_981338_PostDnase_AW.rdml	G02	TG1080047	NaN
20211112_981338_PostDnase_AW.rdml	G01	TG1080046	27.5789832282566
20211112_981338_PostDnase_AW.rdml	F12	TG1080045	22.8685760752262
20211112_981338_PostDnase_AW.rdml	F11	TG1080044	NaN
20211112_981338_PostDnase_AW.rdml	F10	TG1080043	15.1333895987109
20211112_981338_PostDnase_AW.rdml	G07	TG1080052	24.9237278948092
20211112_981338_PostDnase_AW.rdml	G06	TG1080051	19.6120569063341
20211112_980558_PostDnase_AW.rdml	B12	TG1074443	29.952908412186
20211112_980558_PostDnase_AW.rdml	C01	TG1074444	30.3685508610052
20211112_980558_PostDnase_AW.rdml	C02	TG1074445	23.3582599926407
20211112_980558_PostDnase_AW.rdml	C03	TG1074446	30.2654281647828
20211112_980558_PostDnase_AW.rdml	B08	TG1074439	NaN
20211112_980558_PostDnase_AW.rdml	B09	TG1074440	NaN
20211112_980558_PostDnase_AW.rdml	B10	TG1074441	25.5933051459256
20211112_980558_PostDnase_AW.rdml	B11	TG1074442	31.7208050187252
20211112_980558_PostDnase_AW.rdml	C04	TG1074447	20.5123536946412
20211112_980558_PostDnase_AW.rdml	C05	TG1074448	NaN
20211112_980558_PostDnase_AW.rdml	A04	TG1074423	22.0456159460345
20211112_980558_PostDnase_AW.rdml	A08	TG1074427	25.3843510586796
20211112_980558_PostDnase_AW.rdml	E11	TG1074478	18.6692014033246
20211112_980558_PostDnase_AW.rdml	E10	TG1074477	26.0687694888057
20211112_980558_PostDnase_AW.rdml	E07	TG1074474	20.1667839670586
20211112_980558_PostDnase_AW.rdml	E06	TG1074473	NaN
20211112_980558_PostDnase_AW.rdml	E09	TG1074476	13.8859201952627
20211112_980558_PostDnase_AW.rdml	E08	TG1074475	NaN
20211112_980558_PostDnase_AW.rdml	E03	TG1074470	18.6507866530454
20211112_980558_PostDnase_AW.rdml	E02	TG1074469	NaN
20211112_980558_PostDnase_AW.rdml	E05	TG1074472	25.8196794250138
20211112_980558_PostDnase_AW.rdml	E04	TG1074471	22.8609270389035
20211112_980558_PostDnase_AW.rdml	H04	TG1074507	16.8303104893441
20211112_980558_PostDnase_AW.rdml	H05	TG1074508	26.6973477790538
20211112_980558_PostDnase_AW.rdml	G10	TG1074501	NaN
20211112_980558_PostDnase_AW.rdml	G11	TG1074502	15.6904414377774
20211112_980558_PostDnase_AW.rdml	G08	TG1074499	27.9441297296105
20211112_980558_PostDnase_AW.rdml	G09	TG1074500	23.8377035262034
20211112_980558_PostDnase_AW.rdml	H02	TG1074505	31.4191788377918
20211112_980558_PostDnase_AW.rdml	H03	TG1074506	23.8314749563449
20211112_980558_PostDnase_AW.rdml	G12	TG1074503	20.583329816506
20211112_980558_PostDnase_AW.rdml	H01	TG1074504	27.7141440116997
20211112_980558_PostDnase_AW.rdml	A03	TG1074422	NaN
20211112_980558_PostDnase_AW.rdml	A07	TG1074426	NaN
20211112_980558_PostDnase_AW.rdml	D03	TG1074458	NaN
20211112_980558_PostDnase_AW.rdml	D02	TG1074457	28.3499837775019
20211112_980558_PostDnase_AW.rdml	C09	TG1074452	21.8542312458442
20211112_980558_PostDnase_AW.rdml	C08	TG1074451	NaN
20211112_980558_PostDnase_AW.rdml	C07	TG1074450	19.0217597250843
20211112_980558_PostDnase_AW.rdml	C06	TG1074449	23.7920368335174
20211112_980558_PostDnase_AW.rdml	D01	TG1074456	28.3375329704013
20211112_980558_PostDnase_AW.rdml	C12	TG1074455	22.7430345683576
20211112_980558_PostDnase_AW.rdml	C11	TG1074454	16.04754694072
20211112_980558_PostDnase_AW.rdml	C10	TG1074453	26.8338635365531
20211112_980558_PostDnase_AW.rdml	E12	TG1074479	25.8939083628042
20211112_980558_PostDnase_AW.rdml	F01	TG1074480	19.2473620046651
20211112_980558_PostDnase_AW.rdml	F02	TG1074481	29.7996378838423
20211112_980558_PostDnase_AW.rdml	F03	TG1074482	26.7531011768895
20211112_980558_PostDnase_AW.rdml	F04	TG1074483	26.6839508733005
20211112_980558_PostDnase_AW.rdml	F05	TG1074484	19.1016844219072
20211112_980558_PostDnase_AW.rdml	F06	TG1074485	NaN
20211112_980558_PostDnase_AW.rdml	F07	TG1074486	15.0375415809341
20211112_980558_PostDnase_AW.rdml	F08	TG1074487	27.0700275198153
20211112_980558_PostDnase_AW.rdml	F09	TG1074488	17.803671401899
20211112_980558_PostDnase_AW.rdml	A02	TG1074421	24.6950711825151
20211112_980558_PostDnase_AW.rdml	A06	TG1074425	21.9456349410629
20211112_980558_PostDnase_AW.rdml	H07	TG1074510	21.5910226139572
20211112_980558_PostDnase_AW.rdml	H06	TG1074509	21.8009374006074
20211112_980558_PostDnase_AW.rdml	H09	TG1074512	23.8878541005732
20211112_980558_PostDnase_AW.rdml	H08	TG1074511	24.3444617310729
20211112_980558_PostDnase_AW.rdml	H11	TG1074514	29.5874923530662
20211112_980558_PostDnase_AW.rdml	H10	TG1074513	NaN
20211112_980558_PostDnase_AW.rdml	H12	NTC	NaN
20211112_980558_PostDnase_AW.rdml	A11	TG1074430	21.8992261907438
20211112_980558_PostDnase_AW.rdml	A10	TG1074429	NaN
20211112_980558_PostDnase_AW.rdml	B01	TG1074432	23.7425299399968
20211112_980558_PostDnase_AW.rdml	A12	TG1074431	NaN
20211112_980558_PostDnase_AW.rdml	B03	TG1074434	16.2695568772072
20211112_980558_PostDnase_AW.rdml	B02	TG1074433	24.6788837355813
20211112_980558_PostDnase_AW.rdml	B05	TG1074436	NaN
20211112_980558_PostDnase_AW.rdml	B04	TG1074435	23.8304121502631
20211112_980558_PostDnase_AW.rdml	B07	TG1074438	30.8193852998836
20211112_980558_PostDnase_AW.rdml	B06	TG1074437	30.8746116496816
20211112_980558_PostDnase_AW.rdml	D12	TG1074467	30.7052102828477
20211112_980558_PostDnase_AW.rdml	E01	TG1074468	26.2436340967107
20211112_980558_PostDnase_AW.rdml	D10	TG1074465	20.7555928356206
20211112_980558_PostDnase_AW.rdml	D11	TG1074466	18.0465156050605
20211112_980558_PostDnase_AW.rdml	D08	TG1074463	NaN
20211112_980558_PostDnase_AW.rdml	D09	TG1074464	24.720841921729
20211112_980558_PostDnase_AW.rdml	D06	TG1074461	31.6264751791696
20211112_980558_PostDnase_AW.rdml	D07	TG1074462	NaN
20211112_980558_PostDnase_AW.rdml	D04	TG1074459	NaN
20211112_980558_PostDnase_AW.rdml	D05	TG1074460	22.2776650806563
20211112_980558_PostDnase_AW.rdml	A01	TG1074420	NaN
20211112_980558_PostDnase_AW.rdml	A05	TG1074424	18.4737716357979
20211112_980558_PostDnase_AW.rdml	A09	TG1074428	27.6519016116627
20211112_980558_PostDnase_AW.rdml	G05	TG1074496	NaN
20211112_980558_PostDnase_AW.rdml	G04	TG1074495	15.9824555660148
20211112_980558_PostDnase_AW.rdml	G03	TG1074494	NaN
20211112_980558_PostDnase_AW.rdml	G02	TG1074493	16.9301436464025
20211112_980558_PostDnase_AW.rdml	G01	TG1074492	19.5030719766338
20211112_980558_PostDnase_AW.rdml	F12	TG1074491	25.1293850345452
20211112_980558_PostDnase_AW.rdml	F11	TG1074490	20.2513982477676
20211112_980558_PostDnase_AW.rdml	F10	TG1074489	26.0469704876523
20211112_980558_PostDnase_AW.rdml	G07	TG1074498	21.5439730098091
20211112_980558_PostDnase_AW.rdml	G06	TG1074497	21.9245515669176
20211112_980641_PostDnase_AW.rdml	B12	TG1074638	26.4759993567463
20211112_980641_PostDnase_AW.rdml	C01	TG1074639	24.1669245994188
20211112_980641_PostDnase_AW.rdml	C02	TG1074640	NaN
20211112_980641_PostDnase_AW.rdml	C03	TG1074641	21.8597935464315
20211112_980641_PostDnase_AW.rdml	B08	TG1074634	27.7308853044026
20211112_980641_PostDnase_AW.rdml	B09	TG1074635	24.4614051114448
20211112_980641_PostDnase_AW.rdml	B10	TG1074636	33.4442084833366
20211112_980641_PostDnase_AW.rdml	B11	TG1074637	NaN
20211112_980641_PostDnase_AW.rdml	C04	TG1074642	16.9900054421904
20211112_980641_PostDnase_AW.rdml	C05	TG1074643	31.5577730787416
20211112_980641_PostDnase_AW.rdml	A04	TG1074618	NaN
20211112_980641_PostDnase_AW.rdml	A08	TG1074622	NaN
20211112_980641_PostDnase_AW.rdml	E11	TG1074673	31.5393921849906
20211112_980641_PostDnase_AW.rdml	E10	TG1074672	27.2856040224869
20211112_980641_PostDnase_AW.rdml	E07	TG1074669	NaN
20211112_980641_PostDnase_AW.rdml	E06	TG1074668	24.0927072431535
20211112_980641_PostDnase_AW.rdml	E09	TG1074671	17.1066267159674
20211112_980641_PostDnase_AW.rdml	E08	TG1074670	21.4633945436031
20211112_980641_PostDnase_AW.rdml	E03	TG1074665	21.8625498575453
20211112_980641_PostDnase_AW.rdml	E02	TG1074664	22.3966089090062
20211112_980641_PostDnase_AW.rdml	E05	TG1074667	NaN
20211112_980641_PostDnase_AW.rdml	E04	TG1074666	25.7139285478119
20211112_980641_PostDnase_AW.rdml	H04	TG1074702	NaN
20211112_980641_PostDnase_AW.rdml	H05	TG1074703	NaN
20211112_980641_PostDnase_AW.rdml	G10	TG1074696	NaN
20211112_980641_PostDnase_AW.rdml	G11	TG1074697	29.6476491115896
20211112_980641_PostDnase_AW.rdml	G08	TG1074694	24.5741402582794
20211112_980641_PostDnase_AW.rdml	G09	TG1074695	26.877976844246
20211112_980641_PostDnase_AW.rdml	H02	TG1074700	29.5344091559072
20211112_980641_PostDnase_AW.rdml	H03	TG1074701	20.8811792665128
20211112_980641_PostDnase_AW.rdml	G12	TG1074698	31.5842686207179
20211112_980641_PostDnase_AW.rdml	H01	TG1074699	NaN
20211112_980641_PostDnase_AW.rdml	A03	TG1074617	24.3807098516077
20211112_980641_PostDnase_AW.rdml	A07	TG1074621	NaN
20211112_980641_PostDnase_AW.rdml	D03	TG1074653	NaN
20211112_980641_PostDnase_AW.rdml	D02	TG1074652	NaN
20211112_980641_PostDnase_AW.rdml	C09	TG1074647	18.1723583155051
20211112_980641_PostDnase_AW.rdml	C08	TG1074646	32.363030555328
20211112_980641_PostDnase_AW.rdml	C07	TG1074645	24.6692505200593
20211112_980641_PostDnase_AW.rdml	C06	TG1074644	26.4831840029913
20211112_980641_PostDnase_AW.rdml	D01	TG1074651	NaN
20211112_980641_PostDnase_AW.rdml	C12	TG1074650	NaN
20211112_980641_PostDnase_AW.rdml	C11	TG1074649	NaN
20211112_980641_PostDnase_AW.rdml	C10	TG1074648	NaN
20211112_980641_PostDnase_AW.rdml	E12	TG1074674	24.9603876220841
20211112_980641_PostDnase_AW.rdml	F01	TG1074675	26.0316065116699
20211112_980641_PostDnase_AW.rdml	F02	TG1074676	16.8704958572657
20211112_980641_PostDnase_AW.rdml	F03	TG1074677	25.3234764498271
20211112_980641_PostDnase_AW.rdml	F04	TG1074678	21.6206785627419
20211112_980641_PostDnase_AW.rdml	F05	TG1074679	32.0644707520485
20211112_980641_PostDnase_AW.rdml	F06	TG1074680	23.9635065934739
20211112_980641_PostDnase_AW.rdml	F07	TG1074681	25.0141575547924
20211112_980641_PostDnase_AW.rdml	F08	TG1074682	22.2461363973489
20211112_980641_PostDnase_AW.rdml	F09	TG1074683	20.1342052843858
20211112_980641_PostDnase_AW.rdml	A02	TG1074616	NaN
20211112_980641_PostDnase_AW.rdml	A06	TG1074620	NaN
20211112_980641_PostDnase_AW.rdml	H07	TG1074705	21.1501482022676
20211112_980641_PostDnase_AW.rdml	H06	TG1074704	24.5663179605521
20211112_980641_PostDnase_AW.rdml	H09	TG1074707	22.9144156667942
20211112_980641_PostDnase_AW.rdml	H08	TG1074706	NaN
20211112_980641_PostDnase_AW.rdml	H11	TG1074709	19.8119470517258
20211112_980641_PostDnase_AW.rdml	H10	TG1074708	23.9408763550972
20211112_980641_PostDnase_AW.rdml	H12	NTC	NaN
20211112_980641_PostDnase_AW.rdml	A11	TG1074625	NaN
20211112_980641_PostDnase_AW.rdml	A10	TG1074624	NaN
20211112_980641_PostDnase_AW.rdml	B01	TG1074627	19.8002875879172
20211112_980641_PostDnase_AW.rdml	A12	TG1074626	27.1462701085381
20211112_980641_PostDnase_AW.rdml	B03	TG1074629	27.1595946674584
20211112_980641_PostDnase_AW.rdml	B02	TG1074628	22.6836107262061
20211112_980641_PostDnase_AW.rdml	B05	TG1074631	28.2122238270601
